,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
97063,099-2018-2019-03-00120,Rural Lambton Stewardship Network,Wallaceburg,,,,,60180,10/4/18,,St. Clair River Mapping and Coastal Wetland Initiative ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97064,099-2018-2019-03-00121,Rural Lambton Stewardship Network,Wallaceburg,,,,,76500,11/28/18,,Dow Wetlands and Highway 40 Prairie Passage Habitat Improvement Initiative,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97065,099-2018-2019-03-00122,Salmo Watershed Streamkeepers Society,Salmo,,,,,218887,10/1/18,,Salmo River Watershed Instream Restoration Program ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97066,099-2018-2019-03-00123,Salt Spring Island Conservancy,Salt Spring Island,,,,,120400,11/22/18,,"Protection and Stewardship of Species at Risk Habitat on Salt Spring Island, British Columbia",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97067,099-2018-2019-03-00124,Saulteau First Nations,Chetwynd,,,,,450000,12/18/18,,Twin Sisters Mountain and Watershed Planning,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97068,099-2018-2019-03-00125,Secretariat of the Ramsar Convention on Wetlands,Gland,,,,,50000,10/25/18,,Support the participation of developing countries to COP13 Ramsar Convention Conference of the Parties,,Belated. Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97069,099-2018-2019-03-00127,"Secretariat of the United Nations Framework Convention on Climate Change, the Kyoto Protocol and the Paris Agreement",Bonn,,,,,78673,11/7/18,,United Nations Framework Convention on Climate Change Trust Fund for Supplementary Activities – Support for the local communities and Indigenous peoples platform multi-stakeholder workshop,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97070,099-2018-2019-03-00128,SELVA – Research for Conservation in the Neotropics,Bogota,,,,,25000,11/30/18,,Assessment of the major threats to migrating and overwintering federally-listed bird species at risk in South America,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97071,099-2018-2019-03-00129,Shawanaga First Nation,Nobel,,,,,197579,12/13/18,,Long-Term Population and Road Monitoring of Species at Risk Reptiles: Informing Mitigation Measures For Future Land-Use Planning.,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97072,099-2018-2019-03-00130,Sipekne’katik First Nation,Indian Brook,,,,,5650,7/20/18,,Comments on the consultation document entitled Proposed Approach for Coal Mining Effluent Regulations  - Sipekne’katik First Nation,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97073,099-2018-2019-03-00131,Société pour la conservation de la tourbière de Lanoraie,Lanoraie,,,,,81450,12/18/18,,Conservation of the peatlands of Lanoraie by acquisition of property rights,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97074,099-2018-2019-03-00132,Somenos Marsh Wildlife Society,Duncan,,,,,100000,11/2/18,,Somenos and Quamichan Lakes Clean Water Action Project,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97075,099-2018-2019-03-00133,South Nation River Conservation Authority,Finch,,,,,88131,10/4/18,,Riparian Buffers and their Role in Climate Change Adaptation – Pilot Project & Teachable Moment,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97076,099-2018-2019-03-00134,Spencer Elford,London,,,,,5000,10/3/18,,Organization for Economic Co-operation and Development (OECD),,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97077,099-2018-2019-03-00135,St. Clair Region Conservation Authority,Strathroy,,,,,250000,9/24/18,,St. Clair River Contaminated Sediment Management - Develop Engineering Design ,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97078,099-2018-2019-03-00136,St. Clair Region Conservation Authority,Strathroy,,,,,100000,10/19/18,,Development of a Sydenham River Watershed Phosphorus Management Plan,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97079,099-2018-2019-03-00137,St. John River Society ,Fredericton,,,,,192500,10/26/18,,Towards Integrated Watershed on the Saint John River: Developing Water Quality Triggers Linked to the Mapping of Ecosystem Services to Support the Sustainable Management of Hydrological Alterations Framework,,Belated,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97080,099-2018-2019-03-00138,Stream of Dreams Murals Society,New Westminster,,,,,67386,11/13/18,,Fish on Fences Watershed Education and Stream Rehabilitation,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97081,099-2018-2019-03-00139,Swift Current Creek Watershed Stewards,Swift Current,,,,,41341,10/10/18,,Herbert Water Use Plan and Water Conservation Initiaitive,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97082,099-2018-2019-03-00141,Tallgrass Ontario,London,,,,,26750,11/28/18,,Improvement of Tallgrass Prairie for Species at Risk through Prescribed Burning,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97083,099-2018-2019-03-00142,The Rockies Institute,Canmore,,,,,62000,11/9/18,,Restoration of Kainai Native Grassland Habitat and Traditional Plant Populations,,Belated. Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97084,099-2018-2019-03-00143,Tides Canada Initiatives Society,Vancouver,,,,,35000,11/27/18,,Assessment & Mitigation of Pressures on Grizzly Bear Habitat,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97085,099-2018-2019-03-00144,Tides Canada Initiatives Society,Vancouver,,,,,99531,10/16/18,,East Central Farm Stewardship Fund,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97086,099-2018-2019-03-00145,Tobacco Plains Indian Band,Grasmere,,,,,50000,11/15/18,,Grassland and Open Forest Restoration on Tobacco Plains Indian Reserve,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97087,099-2018-2019-03-00146,Toronto and Region Conservation Authority,Concord,,,,,160000,10/2/18,,Toronto Waterfront Aquatic Habitat Restoration Strategy - Fish Habitat Assessment Report ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97088,099-2018-2019-03-00147,Toronto and Region Conservation Authority,Concord,,,,,250000,10/1/18,,Toronto Harbour Fish Telemetry Project,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97089,099-2018-2019-03-00148,Toronto and Region Conservation Authority,Concord,,,,,1125000,11/22/18,,Monarch Nation,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97090,099-2018-2019-03-00149,Trout Unlimited Canada,Calgary,,,,,91200,10/4/18,,Upper North Saskatchewan Watershed Rehabilitation Project,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97091,099-2018-2019-03-00150,Tsleil-Waututh Nation,North Vancouver,,,,,330000,10/29/18,,Community Monitoring of Cumulative Effects around Burrard Inlet and in the Fraser Delta,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97092,099-2018-2019-03-00151,United Nations Environment Programme,Nairobi,,,,,75000,12/17/18,,Canada's contribution as a member of the Intergovernmental Science-policy Platform on Biodiversity and Ecosystem Services,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97093,099-2018-2019-03-00152,Université de Sherbrooke,Sherbrooke,,,,,120000,10/26/18,,"Modelling future changes in snow characteristics in the Canadian Arctic to identify priority areas for Peary caribou, Dolphin and Union caribou and Barren Ground caribou",,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97094,099-2018-2019-03-00153,University of Windsor,Windsor,,,,,30000,12/7/18,,Investigating source apportionment and air-surface exchange of speciated atmospheric mercury  ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97095,099-2018-2019-03-00154,Vera Bosak Zurowsky Sokolov,Nepean,,,,,5000,10/3/18,,Organization for Economic Co-operation and Development (OECD),,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97096,099-2018-2019-03-00162,World Wildlife Fund Canada,Toronto,,,,,100000,10/4/18,,Clean Water: Reducing Excessive Winter salt in the Great Lakes Basin,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97097,099-2018-2019-03-00155,Vermont Center for Ecostudies,Norwich,,,,,15000,11/29/18,,Conservation of Overwintering Bicknell’s Thrush in the Caribbean,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97098,099-2018-2019-03-00156,Wildcoast Ecological Society,Vancouver,,,,,65710,11/23/18,,"Ecological restoration and water quality improvement at Trout Lake, Vancouver",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97099,099-2018-2019-03-00157,Wildcoast Ecological Society,Vancouver,,,,,95040,11/27/18,,MacKay Wetland Restoration to Improve Habitat and Water Quality in North Vancouver,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97100,099-2018-2019-03-00158,Wildlife Infometrics Inc,Mackenzie,,,,,22175,12/13/18,,Chase Caribou Response to Extensive Habitat Alterations,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97101,099-2018-2019-03-00159,Wildlife Preservation Canada,Guelph,,,,,35536,11/28/18,,"Alvar and Short-grassland Habitat Stewardship for the Recovery of the Endangered Loggerhead Shrike, Eastern Subspecies",,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97102,099-2018-2019-03-00160,World Meteorological Organization ,Geneva,,,,,100000,11/24/18,,Contribution to the Group on Earth Observation (GEO) Trust Fund,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97103,099-2018-2019-03-00161,World Meteorological Organization - Data Buoy Cooperation Panel,Geneva,,,,,165000,10/25/18,,Canadian contribution to Data Buoy Cooperational Panel (DBCP) and Ship Observing Team (SOT),,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97104,099-2018-2019-03-00163,Xeni Gwet'in First Nations Government,Nemaiah Valley,,,,,33986,11/27/18,,Whitebark Pine Recovery in the Xeni Gwet'in Traditional Territory,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97105,099-2018-2019-03-00164,Zoo de Granby,Granby,,,,,35050,10/16/18,,Protection des habitats de nidification du Martinet ramoneur en milieu naturel.,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97106,099-2018-2019-04-00003,Acadia University,Wolfville,,,,,40000,1/19/19,,"Post-breeding and early migration movements, and habitaat use for four declining swallow species",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97107,099-2018-2019-04-00004,Acho Dene Koe First Nation,Fort Liard,,,,,71000,3/21/19,,Monitoring and Traditional Knowledge Project For Boreal Caribou Within Acho Dene Koe Traditional Territory,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97108,099-2018-2019-04-00005,Agence de mise en valeur des forêts privées des Appalaches,Lac-Etchemin,,,,,99979,2/7/19,,"Adapting the Ecosystem Management Strategy to Climate Change in the Appalachians, 2018-2021",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97109,099-2018-2019-04-00006,Agriculture In The Classroom Saskatchewan,Saskatoon,,,,,97100,3/20/19,,Little Green Thumbs Garden-Based Climate Education,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97110,099-2018-2019-04-00007,Agriculture Research And Extension Council Of Alberta,Leduc,,,,,20000,12/5/18,,Development of a web-based tool for identifying Species at Risk conservation opportunities on farmlands,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97111,099-2018-2019-04-00008,Alberta Biodiversity Monitoring Institute,Edmonton,,,,,240000,2/19/19,,Centre of Expertise for Acoustic Wildlife Monitoring data,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97112,099-2018-2019-04-00009,Algonquins Of Ontario,Toronto,,,,,200000,3/4/19,,Kitchissippi (Ottawa River) Watershed Lake Trout Monitoring Project,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97113,099-2018-2019-04-00018,Athabasca Denesuline Né Né Land Corporation,Prince Albert,,,,,30000,12/12/18,,Barren-ground caribou listing consultation meeting with rights holders,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97114,099-2018-2019-04-00010,Alus Norfolk Inc,Port Rowan,,,,,72050,1/7/19,,Creating Ecosystem Services On Marginal Farmland To Support Species At Risk,,Multi-year.  Recipient redistributes the contribution award to third-party beneficiaries,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97115,099-2018-2019-04-00011,Amy Castator,Toronto,,,,,14339,3/11/19,,Carbon Conversations TO,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97116,099-2018-2019-04-00012,Anthropocene Films Inc,Toronto,,,,,440000,3/11/19,,Anthropocene Plastics Educational Program,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97117,099-2018-2019-04-00013,Aquasis - Associação De Pesquisa E Preservação De Ecossistemas Aquáticos,Caucaia,,,,,50000,1/29/19,,"Conserving migratory shorebirds, including SAR Red Knot, at key wintering sites in northeastern Brazil",,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97118,099-2018-2019-04-00014,Aseniwuche Winewak Nation,Grande Cache,,,,,279025,12/10/18,,Aseniwuche Winewak Nation Participation in Recovery of Woodland Caribou,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97119,099-2018-2019-04-00016,Assembly Of First Nations,Ottawa,,,,,725000,3/6/19,,Participation of the Assembly of First Nations (National Indian Brotherhood) in the National Steering Committee,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97120,099-2018-2019-04-00017,Assembly Of First Nations,Ottawa,,,,,640000,2/19/19,,AFN Elders Council Indigenous Knowledge Systems Policy,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97121,099-2018-2019-04-00019,Atlantic Policy Congress Of First Nation Chiefs,Dartmouth,,,,,25000,3/29/19,,Energizing Atlantic First Nations Conference,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97122,099-2018-2019-04-00020,Axipolymer Inc,Saint-Léonard | St. Leonard,,,,,150000,3/29/19,,Film food packaging to reduce the generation and disposal of plastic waste,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97123,099-2018-2019-04-00021,Bird Studies Canada,Port Rowan,,,,,600000,2/19/19,,Open Data Platforms for Migratory Bird Monitoring Data,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97124,099-2018-2019-04-00022,Bird Studies Canada,Port Rowan,,,,,131352,1/14/19,,Developing a coordinated and strategic approach to Piping Plover conservation and stewardship for Ontario,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97125,099-2018-2019-04-00029,Calgary Zoological Society,Calgary,,,,,26750,3/25/19,,Black-footed Ferret and Black-tailed Prairie Dog Recovery Project,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97126,099-2018-2019-04-00023,Blazing Star Environmental,Oshawa,,,,,92133,1/9/19,,Coordinating the New Long-Term Occurence Monitoring Program for the Great Lakes - St. Lawrence - Canadian Shield Population of the Western Chorus Frog,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97127,099-2018-2019-04-00024,Blueberry River First Nation,Buick,,,,,42925,2/21/19,,Woodland Caribou Restoration Project Phase 2: Pickell Creek/Black Creek Restoration Plan,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97128,099-2018-2019-04-00033,Canadian Museums Alliance,Ashton,,,,,45000,1/7/19,,Project 2020 – The Value of Nature (Canadian Museums Alliance),,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97129,099-2018-2019-04-00025,Board Of Governors Of Trent University,Peterborough,,,,,200000,2/12/19,,Canada-wide critical loads of acidity and eutrophication for natural ecosystems,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97130,099-2018-2019-04-00026,Board Of Governors Of Trent University,Peterborough,,,,,115000,1/23/19,,GeoGenetics – use of molecular markers to enable the use of big data in support of national scale wildlife research and monitoring for  priority species at risk (caribou).,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97131,099-2018-2019-04-00027,"Board Of Management, Toronto Zoo",Toronto,,,,,32000,3/28/19,,Partner Mandated First Nation Community Stewardship Programme,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97132,099-2018-2019-04-00028,Buffalo River Dene Nation,Dillon,,,,,38415,12/3/18,,Buffalo River Dene Nation Caribou Recovery Plan,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97133,099-2018-2019-04-00030,Calgary Zoological Society,Calgary,,,,,126158,3/20/19,,Calgary Zoological Society Wildlife Conservation Centre,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97134,099-2018-2019-04-00031,Canada Green Building Council,Ottawa,,,,,496333,3/12/19,,Accelerating to Zero Carbon,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97135,099-2018-2019-04-00032,Canadian Health & Environment Education And Research Foundation,Toronto,,,,,134000,3/8/19,,"Engaging Health Professionals in Climate Change Health Impacts, Mitigation & Adaptation",,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97136,099-2018-2019-04-00034,Canadian Ocean Literacy Coalition Care Of Clean Nova Scotia Foundation,Dartmouth,,,,,20125,3/13/19,,Canadian Ocean Literacy Coalition Strategy Coordination,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97137,099-2018-2019-04-00035,Canadian Parks And Wilderness Society,Whitehorse,,,,,50000,2/7/19,,CPAWS Trailmap to Canada Target 1: Promoting participation for Peel Watershed community consultations,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97138,099-2018-2019-04-00036,Canadian Parks And Wilderness Society,Ottawa,,,,,230000,12/7/18,,Saskatchewan River Delta - A Collaborative Approach Contributing to Protected Areas and Multi Species Planning in Northern Saskatchewan,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97139,099-2018-2019-04-00037,Canadian Parks And Wilderness Society,Edmonton,,,,,72555,2/26/19,,Bistcho Indigenous Protected Area,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97140,099-2018-2019-04-00038,Canoe Lake Co-Management Board,Canoe Narrows,,,,,100000,3/8/19,,Boreal Caribou Recovery First Nations Engagement - Canoe Lake,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97141,099-2018-2019-04-00039,Carleton University,Ottawa,,,,,85000,2/6/19,,Improving upstream oil and gas emissions with updated gas composition data,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97142,099-2018-2019-04-00040,Carleton University,Ottawa,,,,,290000,2/22/19,,Development of evidence-based Nature conservation aproaches and tools,,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97143,099-2018-2019-04-00041,Carolinian Canada Coalition,London,,,,,103432,2/7/19,,Improving Species At Risk Habitat Through Stewardship And Restoration In Carolinian Life Zone Priority Areas,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97144,099-2018-2019-04-00042,Center For Climate And Energy Solutions,Arlington,,,,,100000,3/29/19,,Center for Climate and Energy Solutions (C2ES) Climate Negotiator Dialogue,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97145,099-2018-2019-04-00043,Central Coast Indigenous Resource Alliance,Campbell River,,,,,152302,2/4/19,,Collaborative community-based monitoring of climate change impacts on nearshore ecosystems to inform adaptive management on the Central Coast,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97146,099-2018-2019-04-00044,Centre De La Nature Du Mont Saint-Hilaire,Mont-Saint-Hilaire,,,,,92285,3/11/19,,Protection and conservation of species at risk habitat in the sector of the Mont Saint-Hilaire Biosphere Reserve in the St. Lawrence Lowlands (2018-2021),,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97147,099-2018-2019-04-00045,Centre De Recherche Informatique De Montréal,Montréal | Montreal,,,,,700000,3/5/19,,Building Capacity to Use Climate Data in Decision-Making in Canada,,Multi-year.  Recipient redistributes the contribution award to third-party beneficiaries,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97148,099-2018-2019-04-00046,Chippewas Of Georgina Island First Nation,Sutton West,,,,,42432,1/7/19,,Ash Tree Monitoring and Management Program,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97149,099-2018-2019-04-00047,Citxw Nlaka'Pamux Assembly,Merritt,,,,,200000,3/8/19,,Nlaka'pamux Guardians Program,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97150,099-2018-2019-04-00048,Clean Air Partnership,Toronto,,,,,250000,3/8/19,,Markham Cycles - Incubating Cycling Hubs in Suburban Canadian Communities,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97151,099-2018-2019-04-00049,Clean Annapolis River Project,Annapolis Royal,,,,,27978,1/7/19,,Engaging Private Landowners in Species at Risk Recovery in Southwest Nova Scotia,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97152,099-2018-2019-04-00050,Clean Annapolis River Project,Annapolis Royal,,,,,200000,2/19/19,,Implementing High Priority Integrated Conservation Actions in Southwest Nova Scotia,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97153,099-2018-2019-04-00051,Clean Nova Scotia Foundation,Dartmouth,,,,,118964,3/8/19,,Climate Action School,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97154,099-2018-2019-04-00052,Climate Smart Businesses Inc,Vancouver,,,,,80000,3/25/19,,200 Million Tonnes of Provincial Opportunity,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97155,099-2018-2019-04-00053,Cold Lake First Nations,Cold Lake,,,,,40000,3/31/19,,Boreal Caribou Recovery First Nations Engagement - Cold Lake First Nations,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97156,099-2018-2019-04-00054,Comité régional pour la protection des falaises,Prévost | Prevost,,,,,106500,1/8/19,,Acquisition completion of Birsebois land,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97157,099-2018-2019-04-00055,Confederacy Of Mainland Mi'Kmaq,Truro,,,,,71933.8,1/8/19,,Mi’kmaw Engagement in Species at Risk Stewardship and Recovery of Black Ash in Nova Scotia,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97158,099-2018-2019-04-00056,Confederacy Of Mainland Mi'Kmaq,Truro,,,,,86254,1/9/19,,Mi’kmaw Engagement in Species at Risk Stewardship of the Nova Scotia Mainland Moose,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97159,099-2018-2019-04-00057,Confederacy Of Mainland Mi'Kmaq,Truro,,,,,140702,1/14/19,,Unama'ki Institute of Natural Resources/The Confederacy of Mainland Mi'kmaq Parks Guardian Program Proposal Submission,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97160,099-2018-2019-04-00058,Conseil de gestion durable du lac Saint-Jean,Dolbeau-Mistassini,,,,,112500,1/25/19,,Monitoring the annual abudance of coastal forage fish in lac Saint-Jean,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97161,099-2018-2019-04-00059,Conseil de la nation Huronne-Wendat,Wendake,,,,,50000,2/5/19,,Ya'nienhonhndh Huron-Wendat nation projected protected area,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97162,099-2018-2019-04-00075,Doig River First Nation,Rose Prairie,,,,,120000,1/9/19,,K’ih tsaa?dze Tribal Park Land Use and Management Plan,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97163,099-2018-2019-04-00060,Conseil de la première nation des innus Essipit,Essipit,,,,,64855,3/21/19,,QC- Priority 3 Indigenous Engagement – Support and implementation of partnerships for the recovery of boreal caribou (Rangifer tarandus caribou) range (Pipmuacan) by the Essipit community.,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97164,099-2018-2019-04-00061,Conseil des innus de Pessamit,Pessamit,,,,,224640,3/26/19,,Monitoring of Woodland Caribou and Wolves in the Pipmuacan-East Sector by the Innu Community of Pessamit: An Innovative Contribution of Traditional Ecological Knowledge for the Benefit of Caribou Recovery,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97165,099-2018-2019-04-00062,Conseil des Montagnais de Nutashkuan,Natashquan,,,,,35000,3/6/19,,Élaboration d'un code de pratique pour le Caribou Boréal volet 2 ,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97166,099-2018-2019-04-00063,Copol International Ltd,North Sydney,,,,,150000,3/29/19,,Film food packaging to reduce the generation and disposal of plastic waste,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97167,099-2018-2019-04-00064,Corridor Appalachien,Eastman,,,,,115525,1/28/19,,Pellerin propriety protection ,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97168,099-2018-2019-04-00065,Cree Nation Government,Nemiscau,,,,,460000,3/21/19,,Development of Range Plans for the Boreal Caribou Populations in Eeyou Istchee (QC6),,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97169,099-2018-2019-04-00066,Cree Nation Government,Nemiscau,,,,,20000,3/21/19,,Analysis of mining potential in the Storm Lake,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97170,099-2018-2019-04-00067,Cree Nation Government,Nemiscau,,,,,107550,2/4/19,,Knowledge acquisition of species at risk in the Apishikimiish Area (Lac Bienville),,Multi-year. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97171,099-2018-2019-04-00068,Dalhousie University,Halifax,,,,,240000,2/21/19,,Retrieval and Interpretation of Air Pollutants from the Tropospheric Emissions: Monitoring of Pollution Geostationary Instrument  ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97172,099-2018-2019-04-00069,Dehcho First Nations,Fort Simpson,,,,,5193953,3/29/19,,Edehzhie Dehcho Protected Area,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97173,099-2018-2019-04-00070,Délįnę Got’Įnę Government,Deline,,,,,105000,2/11/19,,Délįnę Tsá Tué Indigenous Protected Area,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97174,099-2018-2019-04-00071,Dena Kayeh Institute,Lower Post,,,,,200000,1/17/19,,Dane nan yḗ dāh Land Guardian Program,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97175,099-2018-2019-04-00072,Deninu K'Ue First Nation,Fort Resolution,,,,,69610,3/28/19,,Recovery of boreal caribou habitat after forest fires,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97176,099-2018-2019-04-00073,Discovery Coast Greenways Land Trust,Campbell River,,,,,46181,1/24/19,,Creating Resiliency in the Campbell River Deltoid Balsamroot Population through Population Augmentation ,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97177,099-2018-2019-04-00074,Doig River First Nation,Rose Prairie,,,,,15000,2/27/19,,Engagement with Doig River First Nation on boreal caribou recovery in British Columbia,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
97178,099-2018-2019-04-00076,Ducks Unlimited Canada,Stonewall,,,,,530500,2/19/19,,North American Wetlands Conservation Council / North American Waterfowl Management Plan Conservation Activities,,Multi-year,Environment and Climate Change Canada | Environnement et Changement climatique Canada
